time_of_day,location_type,incidents,streetlights,police_patrol,crowd_level,distance_from_home,risk_level
night,isolated,5,yes,medium,high,1.78,Medium
evening,isolated,4,no,high,medium,1.99,Medium
night,urban,4,yes,high,high,3.05,Medium
night,isolated,7,no,low,high,0.9,High
morning,isolated,6,no,low,medium,1.46,Medium
night,isolated,8,no,high,high,3.47,High
night,rural,8,yes,medium,low,0.28,High
evening,isolated,0,no,medium,low,3.94,High
morning,rural,8,no,high,high,2.94,Medium
evening,rural,5,yes,high,high,1.15,Low
night,isolated,6,yes,high,low,1.77,Medium
afternoon,rural,0,no,low,high,0.77,Low
night,urban,9,no,medium,high,3.27,High
afternoon,urban,1,yes,high,medium,0.81,Low
afternoon,urban,10,yes,high,low,3.77,Medium
morning,rural,0,yes,low,low,2.85,Medium
afternoon,isolated,9,no,low,medium,4.37,High
night,urban,4,yes,low,low,2.61,High
night,rural,3,no,high,high,2.02,Medium
morning,isolated,3,no,medium,medium,4.82,Medium
night,rural,10,yes,high,low,2.65,High
night,rural,7,no,medium,low,3.14,High
afternoon,rural,5,yes,medium,low,2.18,Medium
night,urban,7,no,high,medium,4.71,High
evening,isolated,4,yes,medium,low,1.86,Medium
morning,rural,6,yes,high,low,2.19,Medium
evening,urban,10,yes,medium,medium,3.61,High
evening,urban,8,no,low,medium,4.31,High
evening,isolated,3,no,low,low,4.97,High
night,rural,7,no,low,medium,2.69,High
evening,urban,8,no,medium,high,4.02,High
afternoon,urban,10,no,medium,high,4.84,High
night,urban,0,no,low,high,1.78,Medium
night,urban,8,yes,high,low,4.16,High
morning,rural,5,yes,low,low,3.05,Medium
evening,rural,7,no,medium,low,2.03,High
afternoon,rural,8,no,medium,medium,4.03,High
evening,rural,6,no,low,low,1.05,High
evening,isolated,10,no,high,high,1.09,Medium
morning,rural,0,yes,low,medium,1.68,Low
evening,urban,1,yes,low,high,3.7,Medium
morning,isolated,3,yes,low,low,1.2,Low
night,urban,3,no,medium,high,3.2,High
afternoon,isolated,5,no,medium,medium,3.36,Medium
evening,isolated,10,yes,low,medium,0.26,Medium
morning,rural,7,no,high,high,0.74,Low
night,rural,0,yes,medium,medium,2.14,Medium
night,isolated,1,no,low,high,0.51,Medium
evening,isolated,4,no,high,low,3.53,High
evening,rural,9,yes,medium,low,0.6,Medium
evening,rural,0,yes,medium,high,2.47,Low
night,rural,4,no,high,medium,4.21,High
evening,urban,5,yes,medium,medium,3.02,Medium
afternoon,isolated,1,yes,high,low,3.93,Low
evening,isolated,6,yes,high,high,0.5,Low
afternoon,urban,2,no,high,low,4.3,Medium
afternoon,isolated,9,no,low,high,0.27,Medium
morning,urban,0,yes,low,low,4.67,Medium
morning,rural,4,no,high,low,2.91,Medium
afternoon,isolated,7,no,high,high,4.05,Medium
morning,isolated,9,no,medium,low,0.55,High
evening,isolated,10,no,low,low,2.12,High
night,isolated,8,yes,low,high,0.82,Medium
morning,urban,8,no,medium,low,2.59,High
morning,urban,6,no,high,high,2.67,Medium
night,rural,2,yes,medium,medium,1.1,Medium
night,urban,4,yes,low,high,4.43,High
evening,urban,9,yes,low,medium,1.58,Medium
evening,rural,9,yes,high,high,1.03,Low
evening,isolated,2,yes,low,low,0.9,Medium
morning,urban,6,no,medium,medium,0.75,Medium
morning,urban,6,yes,high,medium,4.31,Medium
morning,rural,8,no,high,high,4.64,Medium
morning,urban,10,no,medium,low,4.73,High
night,rural,10,yes,low,medium,4.7,High
evening,urban,3,yes,high,high,4.8,Low
afternoon,urban,8,no,high,low,4.04,High
evening,rural,3,no,medium,low,3.02,High
afternoon,isolated,3,no,high,medium,4.73,Medium
afternoon,urban,5,yes,low,medium,0.71,Low
night,rural,1,yes,high,medium,2.88,Medium
afternoon,rural,3,yes,high,low,4.51,Low
afternoon,isolated,10,no,low,medium,0.64,High
night,urban,4,yes,high,medium,2.3,Medium
evening,isolated,5,yes,high,low,3.92,Medium
night,rural,3,yes,high,high,4.81,Medium
afternoon,rural,4,yes,low,medium,1.8,Low
evening,urban,5,yes,low,high,3.37,Medium
evening,isolated,8,no,high,low,0.47,Medium
night,urban,10,yes,high,high,0.43,Medium
morning,rural,9,no,medium,high,0.79,Medium
afternoon,urban,2,yes,low,low,1.13,Low
night,isolated,4,yes,high,medium,2.59,Medium
morning,rural,4,no,medium,medium,1.65,Medium
afternoon,isolated,3,yes,low,low,3.37,Medium
evening,isolated,9,no,high,medium,1.67,Medium
afternoon,isolated,1,yes,high,high,2.39,Low
evening,isolated,2,no,medium,high,3.78,Medium
morning,urban,10,yes,medium,medium,1.37,Medium
morning,urban,5,no,high,medium,1.57,Low
evening,isolated,7,yes,low,low,2.35,High
evening,urban,2,yes,low,medium,4.21,Medium
morning,rural,6,yes,high,low,0.67,Low
afternoon,urban,8,yes,high,high,4.29,Low
morning,isolated,7,no,low,medium,1.55,Medium
afternoon,rural,2,no,medium,medium,1.9,Low
afternoon,urban,10,yes,high,medium,4.73,Medium
evening,rural,6,no,medium,medium,0.23,Medium
afternoon,urban,8,no,medium,low,3.45,High
morning,urban,2,no,low,medium,4.35,Medium
night,isolated,7,yes,low,high,2.49,High
morning,rural,3,yes,high,low,3.78,Low
afternoon,rural,5,yes,high,high,0.5,Low
night,isolated,0,no,low,low,4.27,High
morning,rural,9,yes,low,medium,0.56,Medium
morning,isolated,1,no,low,low,0.34,Medium
night,rural,3,yes,medium,high,4.1,Medium
night,urban,2,no,high,low,2.98,High
afternoon,urban,10,no,medium,low,1.52,High
morning,rural,5,no,high,low,3.65,Medium
morning,urban,4,yes,high,high,0.68,Low
morning,urban,9,yes,low,medium,4.24,High
morning,isolated,9,no,medium,high,0.39,Medium
afternoon,urban,1,no,high,low,3.07,Medium
night,rural,7,no,high,high,4.45,High
afternoon,rural,4,yes,medium,low,2.93,Medium
afternoon,isolated,2,no,medium,medium,4.66,Medium
night,isolated,5,yes,high,medium,2.41,Medium
afternoon,urban,9,yes,low,high,1.41,Medium
morning,urban,6,no,medium,medium,2.29,Medium
night,urban,4,yes,medium,medium,0.22,Medium
evening,rural,8,yes,low,medium,3.34,High
afternoon,urban,1,no,medium,high,4.96,Medium
evening,rural,1,no,high,low,1.67,Medium
morning,urban,2,yes,high,high,2.59,Low
afternoon,urban,3,no,medium,medium,0.92,Low
evening,rural,4,no,high,low,4.34,High
morning,rural,3,yes,low,low,4.77,Medium
night,isolated,4,no,high,low,3.06,High
evening,rural,7,yes,medium,medium,1.45,Medium
evening,urban,7,yes,medium,low,2.59,Medium
morning,urban,2,yes,low,low,1.66,Low
morning,urban,2,no,high,medium,3.26,Medium
morning,isolated,2,no,high,low,1.19,Low
night,urban,8,yes,medium,medium,1.81,Medium
morning,urban,4,no,high,low,1.63,Medium
evening,rural,5,yes,high,medium,1.38,Low
night,urban,6,no,high,high,2.95,High
morning,rural,10,yes,medium,medium,4.81,Medium
morning,urban,6,yes,low,low,1.58,Medium
morning,isolated,6,no,low,high,4.2,High
night,isolated,2,no,high,high,0.72,Medium
afternoon,isolated,5,no,medium,high,3.32,Medium
evening,rural,10,no,medium,low,2.43,High
morning,rural,1,no,low,medium,1.59,Medium
night,rural,7,no,medium,low,2.11,High
afternoon,rural,8,yes,low,medium,4.6,Medium
morning,isolated,9,yes,low,medium,0.78,Medium
morning,rural,7,no,high,high,2.57,Medium
night,isolated,2,no,low,high,1.3,Medium
afternoon,rural,0,yes,medium,medium,4.83,Low
afternoon,isolated,3,no,medium,medium,3.78,Medium
morning,isolated,10,yes,low,low,0.31,Medium
morning,isolated,1,yes,low,medium,0.85,Low
evening,urban,9,yes,high,high,3.4,Medium
evening,rural,6,no,high,high,1.76,Medium
evening,isolated,5,yes,medium,high,0.5,Low
evening,urban,4,yes,high,medium,1.56,Low
night,isolated,6,no,low,high,2.71,High
morning,rural,3,yes,low,high,3.56,Low
night,rural,8,no,high,high,1.45,Medium
afternoon,rural,2,yes,low,low,4.65,Medium
night,urban,7,no,medium,high,3.27,High
morning,urban,5,yes,high,low,3.62,Medium
evening,urban,4,no,high,medium,3.38,Medium
afternoon,isolated,7,yes,low,high,3.1,Medium
evening,isolated,1,no,low,high,1.98,Medium
afternoon,isolated,8,no,medium,medium,1.6,Medium
evening,isolated,5,no,medium,medium,1.52,Medium
evening,urban,2,yes,high,high,2.26,Low
night,isolated,3,yes,low,medium,2.74,Medium
afternoon,rural,6,no,low,high,1.48,Medium
afternoon,isolated,9,yes,medium,high,3.1,Medium
afternoon,rural,4,no,high,low,4.08,Medium
morning,rural,0,no,high,medium,2.73,Low
night,urban,10,yes,medium,low,2.11,High
evening,isolated,7,yes,high,low,2.92,Medium
afternoon,rural,0,yes,medium,high,1.02,Low
afternoon,isolated,4,yes,medium,high,2.41,Low
morning,isolated,8,yes,medium,low,0.45,Medium
morning,isolated,7,no,high,high,2.91,Medium
afternoon,rural,2,yes,low,low,1.07,Low
morning,rural,6,no,low,low,4.02,High
evening,urban,7,no,medium,low,3.75,High
morning,isolated,10,no,low,high,2.29,High
morning,urban,10,yes,medium,low,0.72,Medium
evening,isolated,0,yes,high,high,1.32,Low
evening,rural,6,no,medium,low,4.27,High
morning,rural,0,yes,high,high,0.42,Low
morning,rural,2,yes,low,low,2.0,Low
morning,rural,3,no,low,high,2.1,Medium
evening,isolated,6,yes,medium,low,0.95,Medium
night,urban,6,yes,medium,high,4.7,High
night,rural,8,no,high,low,1.39,High
morning,rural,9,no,medium,high,4.22,High
evening,rural,7,yes,high,medium,2.79,Medium
evening,urban,1,no,low,medium,0.86,Medium
evening,rural,5,no,high,medium,2.65,Medium
afternoon,rural,0,no,low,high,0.84,Low
evening,rural,1,yes,medium,medium,2.21,Low
evening,isolated,1,no,high,low,0.58,Medium
evening,urban,4,no,medium,medium,1.58,Medium
evening,urban,9,no,low,medium,2.25,High
afternoon,isolated,10,no,high,high,1.84,Medium
night,isolated,8,yes,low,low,3.55,High
night,isolated,0,no,medium,high,3.61,High
morning,urban,6,no,high,medium,4.23,Medium
evening,urban,0,no,high,low,1.36,Medium
night,urban,1,no,high,medium,2.4,Medium
morning,isolated,6,no,medium,medium,3.45,High
afternoon,urban,9,yes,low,low,4.52,High
afternoon,isolated,0,no,medium,high,0.45,Low
afternoon,rural,6,no,medium,medium,4.41,High
night,rural,10,no,high,high,0.5,High
evening,isolated,7,yes,high,medium,3.51,Medium
morning,urban,0,yes,high,low,0.43,Low
evening,urban,9,yes,medium,low,4.34,High
night,urban,4,no,low,high,3.94,High
evening,urban,4,no,high,medium,0.86,Medium
night,isolated,4,no,high,low,3.72,High
night,rural,8,no,medium,medium,1.15,High
morning,urban,8,yes,low,low,2.3,Medium
afternoon,urban,0,yes,medium,high,0.62,Low
evening,urban,7,yes,low,low,2.99,High
afternoon,isolated,10,yes,medium,low,4.59,High
afternoon,isolated,6,yes,medium,high,0.52,Low
morning,rural,0,yes,medium,low,2.71,Low
night,urban,6,no,high,low,4.7,High
afternoon,isolated,2,no,high,medium,4.12,Medium
afternoon,urban,10,yes,medium,medium,0.36,Medium
morning,urban,7,no,low,low,4.47,High
evening,isolated,4,yes,high,medium,0.45,Low
night,rural,6,no,high,high,0.56,Medium
afternoon,isolated,7,no,high,medium,3.97,Medium
night,isolated,2,no,medium,high,2.64,Medium
morning,rural,0,no,medium,high,4.18,Medium
morning,urban,6,no,medium,high,4.12,Medium
morning,rural,4,no,medium,high,4.05,Medium
night,urban,3,no,medium,low,4.16,High
night,isolated,3,no,low,high,0.28,Medium
morning,isolated,2,no,high,low,4.58,Medium
night,urban,8,no,high,low,1.84,High
afternoon,urban,1,yes,low,low,0.72,Low
night,urban,4,no,low,low,4.84,High
night,isolated,9,yes,medium,high,2.52,High
evening,rural,10,no,high,high,4.59,High
afternoon,isolated,8,yes,medium,low,1.86,Medium
night,isolated,3,no,low,high,1.22,Medium
night,isolated,9,yes,high,low,0.66,High
afternoon,rural,6,no,medium,high,0.78,Medium
afternoon,isolated,3,yes,high,medium,1.26,Low
afternoon,urban,10,yes,high,medium,4.84,Medium
afternoon,urban,10,no,high,high,2.82,Medium
morning,rural,8,yes,medium,low,1.64,Medium
evening,isolated,2,no,low,low,4.56,High
morning,isolated,8,yes,low,medium,2.17,Medium
morning,isolated,5,no,low,low,3.86,High
afternoon,isolated,10,no,medium,high,1.8,Medium
afternoon,isolated,0,yes,high,high,0.51,Low
morning,isolated,7,no,high,low,4.87,High
morning,isolated,5,yes,low,medium,1.78,Low
evening,urban,1,yes,high,high,2.92,Low
night,urban,8,no,high,high,3.63,High
afternoon,urban,2,yes,low,high,3.86,Low
night,rural,10,yes,medium,high,2.59,High
night,rural,8,no,high,low,2.28,High
afternoon,urban,2,yes,medium,low,0.6,Low
afternoon,urban,4,no,low,high,4.95,Medium
morning,isolated,0,yes,medium,low,1.58,Low
evening,rural,3,yes,low,medium,1.74,Low
evening,isolated,1,yes,medium,medium,2.08,Low
morning,urban,10,yes,medium,medium,4.51,Medium
afternoon,isolated,5,no,medium,medium,0.45,Medium
night,isolated,9,no,high,medium,3.88,High
night,urban,10,yes,high,high,1.3,Medium
night,urban,0,no,low,low,0.83,High
afternoon,isolated,4,no,high,low,3.8,Medium
morning,urban,10,yes,high,high,4.85,Medium
morning,urban,6,no,high,high,3.32,Medium
morning,rural,1,no,low,medium,3.18,Medium
night,rural,4,no,low,low,3.63,High
morning,isolated,2,no,high,high,0.5,Low
afternoon,rural,5,yes,low,high,1.54,Low
afternoon,urban,9,yes,high,high,3.34,Medium
afternoon,rural,0,yes,low,low,2.6,Medium
afternoon,isolated,4,no,high,low,2.31,Medium
evening,rural,1,no,low,low,0.71,Medium
morning,rural,3,no,high,high,0.58,Low
afternoon,urban,1,yes,high,medium,4.55,Low
night,isolated,8,no,medium,medium,4.3,High
night,urban,2,yes,medium,high,2.13,Medium
night,urban,3,yes,low,high,0.5,Medium
night,rural,3,yes,low,high,1.19,Medium
afternoon,isolated,5,no,high,medium,4.77,Medium
morning,urban,2,no,low,medium,1.17,Medium
afternoon,urban,5,no,medium,low,2.28,Medium
afternoon,urban,6,yes,high,medium,3.13,Medium
evening,rural,5,yes,high,medium,4.17,Medium
night,rural,8,no,high,low,3.0,High
evening,rural,8,no,high,high,4.41,Medium
night,rural,6,yes,medium,medium,1.82,Medium
night,rural,3,yes,high,high,1.67,Low
morning,rural,7,yes,low,low,3.29,High
afternoon,urban,3,yes,medium,high,2.95,Low
morning,urban,4,yes,medium,medium,0.68,Low
evening,urban,3,no,high,medium,3.54,Medium
evening,rural,10,yes,medium,medium,1.9,Medium
night,urban,9,yes,medium,low,1.75,High
night,urban,6,no,medium,medium,4.86,High
night,rural,2,yes,low,low,2.31,High
night,urban,0,yes,medium,medium,2.19,Medium
night,rural,0,no,high,high,2.48,Medium
evening,rural,10,no,medium,medium,1.36,High
night,rural,8,yes,medium,low,4.16,High
afternoon,rural,8,yes,low,low,3.57,High
night,isolated,7,yes,medium,low,2.61,High
afternoon,urban,9,no,high,low,4.38,High
night,urban,3,yes,low,high,1.12,Medium
night,rural,7,yes,medium,high,0.57,Medium
night,urban,9,no,low,low,2.0,High
morning,isolated,8,yes,medium,low,0.46,Medium
afternoon,rural,1,yes,medium,high,1.95,Low
afternoon,isolated,3,yes,low,low,4.87,Medium
morning,rural,9,yes,low,low,2.04,High
evening,urban,3,yes,low,medium,0.7,Low
night,isolated,0,yes,low,high,1.62,Medium
night,isolated,7,no,high,high,0.73,Medium
afternoon,urban,8,yes,low,medium,4.15,Medium
morning,urban,8,yes,low,low,0.55,Medium
night,isolated,10,no,low,high,2.99,High
night,isolated,2,no,medium,high,1.69,Medium
night,isolated,4,no,low,low,4.01,High
morning,urban,1,no,low,high,3.21,Medium
afternoon,urban,6,yes,low,high,1.96,Low
